entry,format,width,height,mips,flags,kv3_version_hex,bytes
models/props_city/materials/roof_cornice02b_ao_png_aa459095.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754564
models/props_city/materials/roof_cornice02b_color_png_1d94cff7.vtex_c,BC7,2048,2048,10,0,0x00000001,5594500
models/props_city/materials/roof_cornice02b_normal_png_585864ad.vtex_c,BC7,2048,2048,10,0,0x00000001,5594580
models/props_city/materials/roof_cornice02c_ao_png_328aacf6.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754564
models/props_city/materials/roof_cornice02c_color_png_ee6038bb.vtex_c,BC7,2048,2048,10,0,0x00000001,5594500
models/props_city/materials/roof_cornice02c_normal_png_2afe0569.vtex_c,BC7,2048,2048,10,0,0x00000001,5594596
models/props_city/materials/roof_cornice02d_ao_png_6836aea7.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754564
models/props_city/materials/roof_cornice02d_color_png_221cc18.vtex_c,BC7,2048,2048,10,0,0x00000001,5594500
models/props_city/materials/roof_cornice02d_normal_png_2287490a.vtex_c,BC7,2048,2048,10,0,0x00000001,5594580
models/props_city/materials/roof_cornice02e_ao_png_5fd2ff66.vtex_c,ATI1N,1024,1024,3,0,0x00000001,690180
models/props_city/materials/roof_cornice02e_color_png_91ddd9f6.vtex_c,BC7,1024,1024,9,0,0x00000001,1400196
models/props_city/materials/roof_cornice02e_normal_png_1f6d68a1.vtex_c,BC7,1024,1024,9,0,0x00000001,1400292
models/props_city/materials/roof_cornice03a_ao_png_4d3429a.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754564
models/props_city/materials/roof_cornice03a_color_png_110288d7.vtex_c,BC7,2048,2048,10,0,0x00000001,5594532
models/props_city/materials/roof_cornice03a_normal_png_c6ab7871.vtex_c,BC7,2048,2048,10,0,0x00000001,5594596
models/props_city/materials/satellite_dishes_ao_tga_28236f6d.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754564
models/props_city/materials/satellite_dishes_color_tga_8cdad6b0.vtex_c,BC7,2048,2048,10,0,0x00000001,5594532
models/props_city/materials/satellite_dishes_rough_tga_97662bc9.vtex_c,BC7,2048,2048,10,0,0x00000001,5594612
models/props_city/materials/skylight_rooftop01_color_png_a0e2b826.vtex_c,BC7,2048,2048,10,0,0x00000001,5594548
models/props_city/materials/skylight_rooftop01_metal_png_1024f96c.vtex_c,ATI1N,2048,2048,10,0,0x00000001,2798252
models/props_city/materials/skylight_rooftop01_normal_png_19261d2.vtex_c,BC7,2048,2048,10,0,0x00000001,5594596
models/props_city/materials/skylight_rooftop02_color_png_97bc84ba.vtex_c,BC7,2048,2048,10,0,0x00000001,5594532
models/props_city/materials/skylight_rooftop02_metal_png_8a0817a5.vtex_c,ATI1N,2048,2048,10,0,0x00000001,2798252
models/props_city/materials/skylight_rooftop02_normal_png_77ff9fb9.vtex_c,BC7,2048,2048,10,0,0x00000001,5594596
models/props_city/materials/skylight_rooftop03_color_png_94f21df2.vtex_c,BC7,2048,2048,10,0,0x00000001,5594500
models/props_city/materials/skylight_rooftop03_normal_png_5e1d6e96.vtex_c,BC7,2048,2048,10,0,0x00000001,5594596
models/props_city/materials/skylight_rooftop04_color_png_abfb0fdc.vtex_c,BC7,1024,1024,9,0,0x00000001,1400196
models/props_city/materials/skylight_rooftop04_normal_png_4cb38351.vtex_c,BC7,1024,1024,9,0,0x00000001,1400276
models/props_city/materials/skylight_structure01_color_png_e1b47dc5.vtex_c,BC7,2048,2048,10,0,0x00000001,5594452
models/props_city/materials/skylight_structure01_normal_png_f23d0275.vtex_c,BC7,2048,2048,10,0,0x00000001,5594596
models/props_city/materials/trash_01a_ao_png_bce6b244.vtex_c,ATI1N,1024,1024,3,0,0x00000001,690180
models/props_city/materials/trash_01a_color_png_19e055af.vtex_c,BC7,1024,1024,9,0,0x00000001,1400212
models/props_city/materials/trash_01a_normal_png_ee710d62.vtex_c,BC7,1024,1024,9,0,0x00000001,1400276
models/props_city/materials/trash_bin_01a_ao_png_4e80588c.vtex_c,ATI1N,1024,1024,3,0,0x00000001,690180
models/props_city/materials/trash_bin_01a_color_png_8731949.vtex_c,BC7,1024,1024,9,0,0x00000001,1400196
models/props_city/materials/trash_bin_01a_normal_png_7f7b4004.vtex_c,BC7,1024,1024,9,0,0x00000001,1400276
models/props_city/materials/trash_can_01a_ao_png_937fffa9.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754564
models/props_city/materials/trash_can_01a_color_png_ea68bf89.vtex_c,BC7,2048,2048,10,0,0x00000001,5594500
models/props_city/materials/trash_can_01a_normal_png_37d16d0a.vtex_c,BC7,2048,2048,10,0,0x00000001,5594580
models/props_city/materials/trash_can_02a_ao_png_c427fb7f.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754564
models/props_city/materials/trash_can_02a_color_png_67817ec9.vtex_c,BC7,2048,2048,10,0,0x00000001,5594500
models/props_city/materials/trash_can_02a_normal_png_b2332287.vtex_c,BC7,2048,2048,10,0,0x00000001,5594580
models/props_city/materials/trash_can_03a_ao_png_7915323b.vtex_c,ATI1N,1024,1024,3,0,0x00000001,690180
models/props_city/materials/trash_can_03a_color_png_a79c45c2.vtex_c,BC7,2048,2048,10,0,0x00000001,5594500
models/props_city/materials/trash_can_03a_normal_png_57ce80ff.vtex_c,BC7,1024,1024,9,0,0x00000001,1400276
models/props_city/materials/water_tower01a_ao_png_1fc579dc.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754564
models/props_city/materials/water_tower01a_color_png_ed1b8817.vtex_c,BC7,2048,2048,10,0,0x00000001,5594500
models/props_city/materials/water_tower01a_normal_png_5dccd9c0.vtex_c,BC7,2048,2048,10,0,0x00000001,5594580
models/props_city/materials/water_tower02a_ao_png_734207af.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754564
models/props_city/materials/water_tower02a_color_png_dc32ff65.vtex_c,BC7,2048,2048,10,0,0x00000001,5594500
models/props_city/materials/water_tower02a_normal_png_142b6e65.vtex_c,BC7,2048,2048,10,0,0x00000001,5594580
models/props_city/materials/water_tower03a_ao_png_c8d145e6.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754564
models/props_city/materials/water_tower03a_color_png_e86ebe9b.vtex_c,BC7,2048,2048,10,0,0x00000001,5594500
models/props_city/materials/water_tower03a_normal_png_b7d1143e.vtex_c,BC7,2048,2048,10,0,0x00000001,5594580
models/props_city/materials/window_box01a_ao_png_87f732d4.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754564
models/props_city/materials/window_box01a_color_png_c141ee9f.vtex_c,BC7,2048,2048,10,0,0x00000001,5594516
models/props_city/materials/window_box01a_glass_color_png_9c9baee9.vtex_c,BC7,512,512,8,0,0x00000001,351652
models/props_city/materials/window_box01a_glass_rough_png_7393b674.vtex_c,BC7,512,512,8,0,0x00000001,351748
models/props_city/materials/window_box01a_normal_png_ad88ccbe.vtex_c,BC7,2048,2048,10,0,0x00000001,5594580
models/props_city/materials/window_frame01a_ao_png_8d1cdf6a.vtex_c,ATI1N,1024,1024,3,0,0x00000001,690180
models/props_city/materials/window_frame01a_color_png_3779cc56.vtex_c,BC7,1024,1024,9,0,0x00000001,1400148
models/props_city/materials/window_frame01a_glass_ao_png_21d985ba.vtex_c,ATI1N,512,512,3,0,0x00000001,174084
models/props_city/materials/window_frame01a_glass_rough_png_30afb001.vtex_c,BC7,512,512,8,0,0x00000001,351732
models/props_city/materials/window_frame01a_glass_trans_png_9a08c45a.vtex_c,BC7,512,512,8,0,0x00000001,351604
models/props_city/materials/window_frame01a_normal_png_d75a1ca5.vtex_c,BC7,1024,1024,9,0,0x00000001,1400276
models/props_city/materials/window_frame01b_ao_png_bf4ec7ce.vtex_c,ATI1N,1024,1024,3,0,0x00000001,690180
models/props_city/materials/window_frame01b_color_png_442c43c7.vtex_c,BC7,1024,1024,9,0,0x00000001,1400196
models/props_city/materials/window_frame01b_glass_ao_png_9cf959f5.vtex_c,ATI1N,512,512,3,0,0x00000001,174084
models/props_city/materials/window_frame01b_glass_color_png_2dedaa94.vtex_c,BC7,512,512,8,0,0x00000001,351652
models/props_city/materials/window_frame01b_glass_rough_png_e8c0dfc.vtex_c,BC7,512,512,8,0,0x00000001,351748
models/props_city/materials/window_frame01b_normal_png_843d84.vtex_c,BC7,1024,1024,9,0,0x00000001,1400276
models/props_city/materials/window_frame01c_ao_png_cd98639c.vtex_c,ATI1N,1024,1024,3,0,0x00000001,690180
models/props_city/materials/window_frame01c_color_png_c83d4066.vtex_c,BC7,1024,1024,9,0,0x00000001,1400196
models/props_city/materials/window_frame01c_glass_ao_png_62d2ed3a.vtex_c,ATI1N,512,512,3,0,0x00000001,174084
models/props_city/materials/window_frame01c_glass_color_png_afe9514a.vtex_c,BC7,512,512,8,0,0x00000001,351652
models/props_city/materials/window_frame01c_glass_rough_png_f198b0b1.vtex_c,BC7,512,512,8,0,0x00000001,351748
models/props_city/materials/window_frame01c_normal_png_eb5f0763.vtex_c,BC7,1024,1024,9,0,0x00000001,1400276
models/props_city/materials/window_frame02a_ao_png_d9280eba.vtex_c,ATI1N,1024,1024,3,0,0x00000001,690180
models/props_city/materials/window_frame02a_color_png_b73e0db5.vtex_c,BC7,1024,1024,9,0,0x00000001,1400148
models/props_city/materials/window_frame02a_glass_ao_png_de6dc00d.vtex_c,ATI1N,512,512,3,0,0x00000001,174084
models/props_city/materials/window_frame02a_glass_color_png_70089085.vtex_c,BC7,512,512,8,0,0x00000001,351652
models/props_city/materials/window_frame02a_glass_normal_png_84602a72.vtex_c,BC7,512,512,8,0,0x00000001,351716
models/props_city/materials/window_frame02a_normal_png_f1cc1d06.vtex_c,BC7,1024,1024,9,0,0x00000001,1400276
models/props_city/materials/window_frame02b_ao_png_bedea174.vtex_c,ATI1N,1024,1024,3,0,0x00000001,690180
models/props_city/materials/window_frame02b_color_png_c1b5442.vtex_c,BC7,1024,1024,9,0,0x00000001,1400148
models/props_city/materials/window_frame02b_glass_ao_png_9f2de998.vtex_c,ATI1N,512,512,3,0,0x00000001,174084
models/props_city/materials/window_frame02b_glass_color_png_e3929064.vtex_c,BC7,512,512,8,0,0x00000001,351652
models/props_city/materials/window_frame02b_glass_normal_png_d156ddf7.vtex_c,BC7,512,512,8,0,0x00000001,351716
models/props_city/materials/window_frame02b_normal_png_1b207470.vtex_c,BC7,1024,1024,9,0,0x00000001,1400276
models/props_city/materials/window_frame03a_ao_png_19c109bb.vtex_c,ATI1N,1024,1024,3,0,0x00000001,690180
models/props_city/materials/window_frame03a_color_png_48dee596.vtex_c,BC7,1024,1024,9,0,0x00000001,1400196
models/props_city/materials/window_frame03a_glass_ao_png_6cddad6a.vtex_c,ATI1N,512,512,3,0,0x00000001,174084
models/props_city/materials/window_frame03a_glass_color_png_dd966c97.vtex_c,BC7,512,512,8,0,0x00000001,351652
models/props_city/materials/window_frame03a_glass_rough_png_b65e902a.vtex_c,BC7,512,512,8,0,0x00000001,351748
models/props_city/materials/window_frame03a_normal_png_76ab0ea2.vtex_c,BC7,1024,1024,9,0,0x00000001,1400276
models/props_city/materials/wood_pallet_01a_color_png_816f1c00.vtex_c,BC7,2048,2048,10,0,0x00000001,5594500
models/props_city/materials/wood_pallet_01a_normal_png_9a6587f6.vtex_c,BC7,2048,2048,10,0,0x00000001,5594596
models/props_endgame/amber_hand_avatar/materials/amber_hand_avatar_vmat_g_tnormalroughness_218c7bf2.vtex_c,BC7,4,4,1,0,0x00000001,2128
models/props_endgame/amber_hand_base/materials/amber_hand_base_cloth_vmat_g_tcolor_7d46cca1.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/props_endgame/amber_hand_base/materials/amber_hand_base_cloth_vmat_g_tnormalroughness_990dfa6f.vtex_c,BC7,4,4,1,0,0x00000001,2320
models/props_endgame/amber_hand_base/materials/amber_hand_base_metal_vmat_g_tcolor_fbed5f96.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/props_endgame/amber_hand_base/materials/amber_hand_base_pipes_vmat_g_tcolor_7d46cca1.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/props_endgame/amber_hand_base/materials/amber_hand_base_rope_vmat_g_tambientocclusion_a964e62b.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/props_endgame/amber_hand_base/materials/amber_hand_base_rope_vmat_g_tcolor_7d46cca1.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/props_endgame/amber_hand_base/materials/amber_hand_base_walls_vmat_g_tcolor_7d46cca1.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/props_endgame/amber_hand_base/materials/amber_hand_base_wood_vmat_g_tcolor_7d46cca1.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/props_endgame/amber_hand_base/materials/amber_hand_base_wood_vmat_g_tnormalroughness_e71e76a3.vtex_c,BC7,4,4,1,0,0x00000001,2320
models/props_endgame/amber_hand_base/materials/amber_hand_candles_pipe_glow_vmat_g_tcolor_498635a.vtex_c,BC7,4,4,1,0,0x00000001,2240
models/props_endgame/amber_hand_base/materials/amber_hand_liquid_swirl_color_psd_76af1173.vtex_c,ATI1N,512,512,8,0,0x00000001,176892
models/props_endgame/amber_hand_base/materials/amber_hand_liquid_swirl_color_psd_b60b5f61.vtex_c,BC7,512,512,8,0,0x00000001,351652
models/props_endgame/amber_hand_base/materials/amber_hand_machine_liquid_swirl_vmat_g_tambientocclusion_9782fd5c.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/props_endgame/amber_hand_base/materials/amber_hand_machine_liquid_swirl_vmat_g_tnormalroughness_f0c5e471.vtex_c,BC7,4,4,1,0,0x00000001,2128
models/props_endgame/amber_hand_base/materials/amber_hand_machine_liquid_swirl_vmat_g_tnprtransmissivecolor_ffc09775.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/props_endgame/amber_hand_base/materials/amber_hand_machine_liquid_swirl_vmat_g_ttintmaskrimlightmask_a258dfce.vtex_c,ATI2N,4,4,1,0,0x00000001,2032
models/props_endgame/amber_hand_base/materials/amber_hand_waveform_color_psd_44bb451d.vtex_c,BC7,1024,256,7,0,0x00000001,351620
models/props_endgame/amber_hand_base/materials/amber_hand_waveform_color_psd_f074667b.vtex_c,ATI1N,1024,256,7,0,0x00000001,176868
models/props_endgame/amber_hand_base/materials/amber_hand_waveform_vmat_g_tambientocclusion_9782fd5c.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/props_endgame/amber_hand_base/materials/amber_hand_waveform_vmat_g_tnormalroughness_2984f4a9.vtex_c,BC7,4,4,1,0,0x00000001,2128
models/props_endgame/amber_hand_base/materials/amber_hand_waveform_vmat_g_ttintmask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/props_endgame/amber_hand_base/materials/dl_noise01_color_png_c7182b4f.vtex_c,BC7,2048,2048,10,0,0x00000001,5594516
models/props_endgame/amber_hand_base/materials/speaker_fabric_ao_png_e3d47143.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754628
models/props_endgame/amber_hand_base/materials/speaker_fabric_normal_png_894bf47e.vtex_c,BC7,2048,2048,10,0,0x00000001,5594612
models/props_endgame/amber_hand_base/materials/speaker_metal_vmat_g_tambientocclusion_9782fd5c.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/props_endgame/amber_hand_base/materials/speaker_metal_vmat_g_ttintmask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/props_endgame/amber_hand_candles/materials/amber_hand_candles_flames_vmat_g_tcolor_100265de.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/props_endgame/amber_hand_candles/materials/amber_hand_candles_flames_vmat_g_tnormalroughness_2984f4a9.vtex_c,BC7,4,4,1,0,0x00000001,2112
models/props_endgame/amber_hand_candles/materials/amber_hand_candles_wax_nonpaint_vmat_g_tcolor_498635a.vtex_c,BC7,4,4,1,0,0x00000001,2256
models/props_endgame/amber_hand_candles/materials/amber_hand_candles_wax_paint_vmat_g_tcolor_498635a.vtex_c,BC7,4,4,1,0,0x00000001,2256
models/props_endgame/amber_hand_candles/materials/amber_hand_candles_wax_vmat_g_tcolor_498635a.vtex_c,BC7,4,4,1,0,0x00000001,2240
models/props_endgame/amber_hand_candles/materials/amber_hand_candles_wicks_vmat_g_tcolor_498635a.vtex_c,BC7,4,4,1,0,0x00000001,2240
models/props_endgame/amber_hand_candles/materials/amber_hand_wax_drip_vmat_g_tcolor_2922ab37.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/props_endgame/amber_hand_candles/materials/amber_hand_wax_drip_vmat_g_tnormalroughness_6480cf9f.vtex_c,BC7,4,4,1,0,0x00000001,2320
models/props_endgame/amber_hand_candles/materials/amber_hand_wax_drip_vmat_g_tnprtransmissivecolor_ffc09775.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/props_endgame/amber_hand_candles/materials/amber_hand_wax_drip_vmat_g_ttintmaskrimlightmask_f739107d.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/props_endgame/amber_hand_forklift/materials/amber_hand_painted_metal_vmat_g_tpacked1_d12c2d76.vtex_c,ATI2N,4,4,1,0,0x00000001,2256
models/props_endgame/amber_hand_forklift/materials/amber_hand_rubber_vmat_g_tambientocclusion_9782fd5c.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/props_endgame/amber_hand_forklift/materials/amber_hand_rubber_vmat_g_tnormalroughness_a36615bf.vtex_c,BC7,4,4,1,0,0x00000001,2128
models/props_endgame/amber_hand_shrine/materials/amber_shrine_ao_png_7b8f5b6d.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754628
models/props_endgame/amber_hand_shrine/materials/amber_shrine_cloth_ao_png_6ab12bc0.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754628
models/props_endgame/amber_hand_shrine/materials/amber_shrine_cloth_color_png_eafa8c4e.vtex_c,BC7,2048,2048,10,0,0x00000001,5594564
models/props_endgame/amber_hand_shrine/materials/amber_shrine_cloth_metal_png_a9c6e799.vtex_c,BC7,2048,2048,10,0,0x00000001,5594672
models/props_endgame/amber_hand_shrine/materials/amber_shrine_cloth_normal_png_7fe1ea87.vtex_c,BC7,2048,2048,10,0,0x00000001,5594644
models/props_endgame/amber_hand_shrine/materials/amber_shrine_color_png_95309d92.vtex_c,BC7,2048,2048,10,0,0x00000001,5594564
models/props_endgame/amber_hand_shrine/materials/amber_shrine_color_png_9e9a9dbe.vtex_c,BC7,2048,2048,10,0,0x00000001,5594516
models/props_endgame/amber_hand_shrine/materials/amber_shrine_normal_png_ead8581b.vtex_c,BC7,2048,2048,10,0,0x00000001,5594644
models/props_endgame/amber_hand_shrine/materials/shrine_effect_png_8384225c.vtex_c,BC7,1024,1024,9,0,0x00000001,1400292
models/props_endgame/amber_hand_shrine_base/materials/ah_sandbags_ao_png_14671a3a.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754644
models/props_endgame/amber_hand_shrine_base/materials/ah_sandbags_color_png_d14303bd.vtex_c,BC7,2048,2048,10,0,0x00000001,5594580
models/props_endgame/amber_hand_shrine_base/materials/ah_sandbags_normal_png_d144e34e.vtex_c,BC7,2048,2048,10,0,0x00000001,5594660
models/props_endgame/amber_hand_shrine_base/materials/ah_shrine_metal_painted_ao_png_ee144e43.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754644
models/props_endgame/amber_hand_shrine_base/materials/ah_shrine_metal_painted_color_png_b7d17172.vtex_c,BC7,2048,2048,10,0,0x00000001,5594580
models/props_endgame/amber_hand_shrine_base/materials/ah_shrine_metal_painted_normal_png_fb9566ec.vtex_c,BC7,2048,2048,10,0,0x00000001,5594676
models/props_endgame/amber_hand_shrine_base/materials/ah_shrine_scaffold_ao_png_16fd784a.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754644
models/props_endgame/amber_hand_shrine_base/materials/ah_shrine_scaffold_color_png_ee2b211e.vtex_c,BC7,2048,2048,10,0,0x00000001,5594580
models/props_endgame/amber_hand_shrine_base/materials/ah_shrine_scaffold_normal_png_19a3c407.vtex_c,BC7,2048,2048,10,0,0x00000001,5594660
models/props_endgame/amber_hand_throne/materials/amber_hand_throne_metal_vmat_g_tcolor_fbed5f96.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/props_endgame/amber_hand_throne/materials/amber_hand_throne_wood_vmat_g_tcolor_498635a.vtex_c,BC7,4,4,1,0,0x00000001,2240
models/props_endgame/amber_hand_wax_drum/materials/amber_hand_wax_drum_color_png_a76ad74.vtex_c,BC7,1024,1024,9,0,0x00000001,1400292
models/props_endgame/amber_hand_wax_drum/materials/amber_hand_wax_drum_normal_png_17dab358.vtex_c,BC7,1024,1024,9,0,0x00000001,1400356
models/props_endgame/amber_hand_wax_drum/materials/amber_hand_wax_drum_vmat_g_tpacked1_c61ce715.vtex_c,ATI2N,4,4,1,0,0x00000001,2256
models/props_endgame/amber_hand_wax_golem/materials/amber_hand_wax_golem_sigil_vmat_g_tcolor_7d46cca1.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/props_endgame/amber_hand_wax_golem/materials/amber_hand_wax_golem_sigil_vmat_g_tnormalroughness_2984f4a9.vtex_c,BC7,4,4,1,0,0x00000001,2128
models/props_endgame/amber_hand_wax_golem/materials/golem_light_png_ab0f180c.vtex_c,ATI1N,2048,2048,10,0,0x00000001,2798316
models/props_endgame/amber_hand_wax_golem/materials/wax_golem_ao_png_3c0f3a39.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754628
models/props_endgame/amber_hand_wax_golem/materials/wax_golem_color_png_8a52f744.vtex_c,BC7,2048,2048,10,0,0x00000001,5594564
models/props_endgame/amber_hand_wax_golem/materials/wax_golem_normal_png_9bdacbe6.vtex_c,BC7,2048,2048,10,0,0x00000001,5594660
models/props_endgame/sapphire_base/sapphire_urn_a/materials/sapphire_urn_a_ao_psd_63206ecb.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754628
models/props_endgame/sapphire_base/sapphire_urn_a/materials/sapphire_urn_a_color_psd_4aae0a2d.vtex_c,BC7,2048,2048,10,0,0x00000001,5594564
models/props_endgame/sapphire_base/sapphire_urn_a/materials/sapphire_urn_a_mask_psd_6c8357e9.vtex_c,ATI1N,2048,2048,10,0,0x00000001,2798316
models/props_endgame/sapphire_base/sapphire_urn_a/materials/sapphire_urn_a_vmat_g_tnormalroughness_e56bd506.vtex_c,BC7,4,4,1,0,0x00000001,2320
models/props_endgame/sapphire_base/sapphire_urn_b/materials/sapphire_urn_b_ao_psd_79f2e4bb.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754628
models/props_endgame/sapphire_base/sapphire_urn_b/materials/sapphire_urn_b_color_psd_6aade82a.vtex_c,BC7,2048,2048,10,0,0x00000001,5594564
models/props_endgame/sapphire_base/sapphire_urn_b/materials/sapphire_urn_b_mask_psd_2de0c43d.vtex_c,ATI1N,2048,2048,10,0,0x00000001,2798316
models/props_endgame/sapphire_base/sapphire_urn_b/materials/sapphire_urn_b_rough_psd_a334b602.vtex_c,BC7,2048,2048,10,0,0x00000001,5594676
models/props_endgame/sapphire_base/sapphire_urn_b/materials/sapphire_urn_b_vmat_g_tsheen_d5ae5093.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/props_endgame/t3_watcher/materials/bc_t3_watcher_ao_png_47301458.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754628
models/props_endgame/t3_watcher/materials/bc_t3_watcher_color_png_bde17c59.vtex_c,BC7,2048,2048,10,0,0x00000001,5594564
models/props_endgame/t3_watcher/materials/bc_t3_watcher_color_png_d8137b39.vtex_c,BC7,2048,2048,10,0,0x00000001,5594516
models/props_endgame/t3_watcher/materials/bc_t3_watcher_flame_vmat_g_tcolor_498635a.vtex_c,BC7,4,4,1,0,0x00000001,2256
models/props_endgame/t3_watcher/materials/bc_t3_watcher_flame_vmat_g_tnormalroughness_ebebd272.vtex_c,BC7,4,4,1,0,0x00000001,2320
models/props_endgame/t3_watcher/materials/bc_t3_watcher_flame_vmat_g_ttintmask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/props_endgame/t3_watcher/materials/bc_t3_watcher_normal_png_f0260de3.vtex_c,BC7,2048,2048,10,0,0x00000001,5594644
models/props_endgame/t3_watcher/materials/bc_t3_watcher_vmat_g_tnproutlinemask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/props_endgame/t3_watcher/materials/bc_t3_watcher_vmat_g_ttintmaskrimlightmask_30e09141.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/props_endgame/t3_watcher/materials/bc_t3_watcher_wax_vmat_g_tambientocclusion_9782fd5c.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/props_endgame/t3_watcher/materials/bc_t3_watcher_wax_vmat_g_tcolor_7a77ebf.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/props_endgame/t3_watcher/materials/bc_t3_watcher_wax_vmat_g_tnormalroughness_7d13e6e2.vtex_c,BC7,4,4,1,0,0x00000001,2128
models/props_endgame/t3_watcher/materials/bc_t3_watcher_wax_vmat_g_tnproutlinemask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/props_endgame/t3_watcher/materials/bc_t3_watcher_wax_vmat_g_tnprtransmissivecolor_a6cb6176.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/props_endgame/t3_watcher/materials/bc_t3_watcher_wax_vmat_g_tselfillummask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/props_endgame/t3_watcher/materials/bc_t3_watcher_wax_vmat_g_ttintmaskrimlightmask_4c581a98.vtex_c,ATI2N,4,4,1,0,0x00000001,2032
models/props_endgame/t3_watcher/materials/gh_t3_watcher_ao_png_db76acb8.vtex_c,ATI1N,2048,2048,3,0,0x00000001,2754628
models/props_endgame/t3_watcher/materials/gh_t3_watcher_color_png_e81033ae.vtex_c,BC7,2048,2048,10,0,0x00000001,5594564
models/props_endgame/t3_watcher/materials/gh_t3_watcher_illum_vmat_g_tcolor_6f80efb5.vtex_c,BC7,4,4,1,0,0x00000001,2256
models/props_endgame/t3_watcher/materials/gh_t3_watcher_illum_vmat_g_tnormalroughness_53b47c48.vtex_c,BC7,4,4,1,0,0x00000001,2320
models/props_endgame/t3_watcher/materials/gh_t3_watcher_illum_vmat_g_tnproutlinemask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/props_endgame/t3_watcher/materials/gh_t3_watcher_illum_vmat_g_tnprtransmissivecolor_d3acba7e.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/props_endgame/t3_watcher/materials/gh_t3_watcher_illum_vmat_g_tselfillummask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/props_endgame/t3_watcher/materials/gh_t3_watcher_illum_vmat_g_ttintmaskrimlightmask_5e321606.vtex_c,ATI2N,4,4,1,0,0x00000001,2240
models/props_endgame/t3_watcher/materials/gh_t3_watcher_normal_png_a9b9b19c.vtex_c,BC7,2048,2048,10,0,0x00000001,5594644
models/props_endgame/t3_watcher/materials/gh_t3_watcher_vmat_g_tnproutlinemask_2b2ebb3f.vtex_c,ATI1N,4,4,1,0,0x00000001,2024
models/props_endgame/t3_watcher/materials/gh_t3_watcher_vmat_g_tnprtransmissivecolor_d3acba7e.vtex_c,BC7,4,4,1,0,0x00000001,2032
models/props_endgame/t3_watcher/materials/gh_t3_watcher_vmat_g_ttintmaskrimlightmask_34608cd7.vtex_c,ATI2N,4,4,1,0,0x00000001,2032
models/props_endgame/t3_watcher/materials/watcher_occluder_vmat_g_tcolor_fc3d36f0.vtex_c,BC7,4,4,1,0,0x00000001,2032
